SigAgente;IdeConjUndConsumidoras;DscConjUndConsumidoras;Região
ENEL CE;16568;ACARAPE;Nordeste
ENEL CE;16569;COLUNA;Nordeste
ENEL CE;16570;NOVA RUSSAS;Nordeste
ENEL CE;16943;PINDORETAMA;Nordeste
ENEL CE;16944;ACARAÚ;Nordeste
ENEL CE;16945;CASCAVEL;Nordeste
ENEL CE;16946;COLUNA-HORIZONTE;Nordeste
ENEL CE;16947;ITAREMA;Nordeste
ENEL CE;16948;PARACURU;Nordeste
ENEL CE;16949;PARAIPABA;Nordeste
ENEL RJ;13015;Alcantara;Sudeste
ENEL RJ;13016;Angra dos Reis;Sudeste
ENEL RJ;13017;Araruama;Sudeste
ENEL RJ;13019;Arraial do Cabo;Sudeste
ENEL RJ;13020;Arsenal;Sudeste
ENEL RJ;13021;Augusto Vieira;Sudeste
ENEL RJ;13022;Bacaxa;Sudeste
ENEL RJ;13024;Barracao dos Mendes;Sudeste
ENEL RJ;13025;Bingen;Sudeste
ENEL RJ;13027;Buzios;Sudeste
ENEL RJ;13028;Cabo Frio;Sudeste
ENEL RJ;13030;Cambuci;Sudeste
ENEL RJ;13031;Campos Eliseos;Sudeste
ENEL RJ;13032;Conceicao de Macabu;Sudeste
ENEL RJ;13033;Cruzamento;Sudeste
ENEL RJ;13034;Distribuidora de Campos;Sudeste
ENEL RJ;13035;Entroncamento Araruama;Sudeste
ENEL RJ;13037;Galo Branco;Sudeste
ENEL RJ;13038;Goitacazes;Sudeste
ENEL RJ;13040;Guarus;Sudeste
ENEL RJ;13041;Guaxindiba;Sudeste
ENEL RJ;13042;Icarai;Sudeste
ENEL RJ;13043;Iguaba;Sudeste
ENEL RJ;13044;Imboassica;Sudeste
ENEL RJ;13045;Inga;Sudeste
ENEL RJ;13046;Inoa;Sudeste
ENEL RJ;13047;Itaipava;Sudeste
ENEL RJ;13048;Italva;Sudeste
ENEL RJ;13049;Itamarati;Sudeste
ENEL RJ;13050;Itambi;Sudeste
ENEL RJ;13051;Itaorna;Sudeste
ENEL RJ;13052;Itaperuna;Sudeste
ENEL RJ;13053;Itatiaia;Sudeste
ENEL RJ;13055;Macabu;Sudeste
ENEL RJ;13056;Macae;Sudeste
ENEL RJ;13057;Mambucaba;Sudeste
ENEL RJ;13058;Marica;Sudeste
ENEL RJ;13059;Mombaca;Sudeste
ENEL RJ;13060;Muriqui;Sudeste
ENEL RJ;13061;Natividade;Sudeste
ENEL RJ;13063;Outeiros;Sudeste
ENEL RJ;13064;Palatinato;Sudeste
ENEL RJ;13066;Parada Angelica;Sudeste
ENEL RJ;13067;Parada Modelo;Sudeste
ENEL RJ;13068;Piratininga;Sudeste
ENEL RJ;13069;Pontinha;Sudeste
ENEL RJ;13070;Portao do Rosa;Sudeste
ENEL RJ;13071;Porto do Carro;Sudeste
ENEL RJ;13074;Rio Bonito;Sudeste
ENEL RJ;13075;Rio da Cidade;Sudeste
ENEL RJ;13076;Rio das Ostras;Sudeste
ENEL RJ;13077;Rocha Leao;Sudeste
ENEL RJ;13078;Santa Clara;Sudeste
ENEL RJ;13079;Santa Cruz da Serra;Sudeste
ENEL RJ;13080;Santo Antonio de Padua;Sudeste
ENEL RJ;13081;Sao Fidelis;Sudeste
ENEL RJ;13082;Sao Lourenco;Sudeste
ENEL RJ;13083;Sao Pedro da Aldeia;Sudeste
ENEL RJ;13084;Saturnino Braga;Sudeste
ENEL RJ;13085;Serrinha;Sudeste
ENEL RJ;13086;Sete Pontes;Sudeste
ENEL RJ;13087;Silva Jardim;Sudeste
ENEL RJ;13088;Tamoios;Sudeste
ENEL RJ;13089;Tangua;Sudeste
ENEL RJ;13090;Teresopolis;Sudeste
ENEL RJ;13091;Trombetas;Sudeste
ENEL RJ;13092;Ururai;Sudeste
ENEL RJ;13093;Venda das Pedras;Sudeste
ENEL RJ;13094;Vila Nova;Sudeste
ENEL RJ;13095;Vila Verde;Sudeste
ENEL RJ;13096;Zona Sul;Sudeste
ENEL RJ;13097;Cedaema;Sudeste
ENEL RJ;13098;Val de Palmas;Sudeste
ENEL RJ;16387;Jacuacanga;Sudeste
ENEL RJ;16388;Cabiunas;Sudeste
ENEL RJ;16389;Nossa Senhora da Ajuda;Sudeste
ENEL RJ;16390;Ilha Grande;Sudeste
ENEL RJ;16391;Neves;Sudeste
ENEL RJ;16392;Cachoeira de Macacu;Sudeste
ENEL RJ;16393;Bom Jardim;Sudeste
ENEL RJ;16394;Retiro Saudoso;Sudeste
ENEL RJ;16395;Areal;Sudeste
ENEL RJ;17184;Sao Fidelis;Sudeste
ENEL RJ;17185;Sao Pedro da Aldeia;Sudeste
ENEL RJ;17186;Mombaca;Sudeste
ENEL RJ;17187;Vila Verde;Sudeste
ENEL RJ;17188;Arsenal;Sudeste
ENEL RJ;17189;Zona Sul;Sudeste
ENEL RJ;17209;Maria Paula;Sudeste
ENF;15615;Julius Arp Jr.;Sul
ENF;15616;Centenário;Sul
ENF;16068;CONQUISTA;Sul
ENF;16069;CONSELHEIRO PAULINO;Sul
ENF;16070;TADEU AOR;Sul
ENF;16777;CONQUISTA;Sul
ENF;16778;TADEU AOR;Sul
ENF;16779;JULIUS ARP JR.;Sul
EPB;13684;AREIA;Nordeste
EPB;13685;ARARUNA;Nordeste
EPB;13686;AROEIRAS;Nordeste
EPB;13687;BREJO DO CRUZ;Nordeste
EPB;13689;BOQUEIRÃO;Nordeste
EPB;13690;BESSA;Nordeste
EPB;13691;BONITO DE SANTA FÉ;Nordeste
EPB;13692;CAAPORÃ;Nordeste
EPB;13693;CABEDELO;Nordeste
EPB;13694;CONDE;Nordeste
EPB;13695;CAJAZEIRAS;Nordeste
EPB;13696;CRUZ DO PEIXE;Nordeste
EPB;13697;COREMAS;Nordeste
EPB;13698;CUITÉ;Nordeste
EPB;13699;CATOLÉ DO ROCHA;Nordeste
EPB;13701;DISTRITO;Nordeste
EPB;13702;ESPERANÇA;Nordeste
EPB;13704;IBIARA;Nordeste
EPB;13705;ILHA DO BISPO;Nordeste
EPB;13706;ITABAIANA;Nordeste
EPB;13707;ITAPORANGA;Nordeste
EPB;13709;JERICÓ;Nordeste
EPB;13710;JATOBÁ;Nordeste
EPB;13712;LUCENA;Nordeste
EPB;13715;MALTA;Nordeste
EPB;13716;MONTEIRO;Nordeste
EPB;13717;MATA REDONDA;Nordeste
EPB;13719;ORATÓRIO;Nordeste
EPB;13720;POMBAL;Nordeste
EPB;13721;PICUÍ;Nordeste
EPB;13722;POCINHOS;Nordeste
EPB;13723;PIANCÓ;Nordeste
EPB;13725;PAULISTA;Nordeste
EPB;13726;PEDRA LAVRADA;Nordeste
EPB;13727;PRINCESA ISABEL;Nordeste
EPB;13728;PATOS;Nordeste
EPB;13729;RIACHÃO;Nordeste
EPB;13730;RIO TINTO;Nordeste
EPB;13731;SÃO BENTO;Nordeste
EPB;13732;SÃO GONÇALO;Nordeste
EPB;13733;SÃO JOÃO DO CARIRI;Nordeste
EPB;13734;SANTA LUZIA;Nordeste
EPB;13735;SUMÉ;Nordeste
EPB;13736;SAPÉ;Nordeste
EPB;13737;SÃO JOÃO DO RIO DO PEIXE;Nordeste
EPB;13738;SANTA RITA;Nordeste
EPB;13739;SOUZA;Nordeste
EPB;13740;TABIRA;Nordeste
EPB;13741;TAMBAÚ;Nordeste
EPB;13742;TEIXEIRA;Nordeste
EPB;13743;UMBUZEIRO;Nordeste
EPB;13744;UIRAÚNA;Nordeste
EPB;15801;Jacaraú;Nordeste
EPB;15802;Cristo;Nordeste
EPB;15803;Paratibe;Nordeste
EPB;15804;Dona Inês;Nordeste
EPB;15805;Guarabira;Nordeste
EPB;15806;Mataraca;Nordeste
EPB;15807;João Pessoa;Nordeste
EPB;15808;Mangabeira;Nordeste
EPB;15809;Mussuré;Nordeste
EPB;16187;SOLEDADE;Nordeste
EPB;16188;JUAZEIRINHO;Nordeste
EPB;16189;BANANEIRAS;Nordeste
EPB;16190;PILÕES;Nordeste
EPB;16843;São Gonçalo;Nordeste
EPB;16844;Cajazeiras;Nordeste
EPB;16845;Jatobá;Nordeste
EPB;16846;Patos;Nordeste
EPB;16847;Distrito;Nordeste
EPB;16848;Ilha do Bispo;Nordeste
EPB;16849;Mataraca;Nordeste
EPB;16850;Rio Tinto;Nordeste
EPB;16851;Lucena;Nordeste
EPB;16852;Santa Rita;Nordeste
EPB;16853;Sapé;Nordeste
EPB;16854;Altiplano;Nordeste
EPB;16855;Cristo;Nordeste
EPB;16856;Mangabeira;Nordeste
EPB;16857;Areia;Nordeste
EPB;16858;Esperança;Nordeste
EPB;16859;Paratibe;Nordeste
EPB;16860;Conde;Nordeste
EPB;16861;Bayeux;Nordeste
EPB;17121;QUEIMADAS;Nordeste
EPB;17122;ALTO BRANCO;Nordeste
EPB;17123;BELA VISTA;Nordeste
EPB;17124;BOA VISTA;Nordeste
EPB;17125;BORBOREMA;Nordeste
EPB;17126;CAMPINA GRANDE I;Nordeste
EPB;17127;CAMPINA GRANDE II;Nordeste
EPB;17128;CATOLÉ;Nordeste
EQUATORIAL AL;13100;ARAPIRACA I;Nordeste
EQUATORIAL AL;13101;ARAPIRACA II;Nordeste
EQUATORIAL AL;13102;BENEDITO BENTES;Nordeste
EQUATORIAL AL;13103;CAMPESTRE;Nordeste
EQUATORIAL AL;13104;CAPELA;Nordeste
EQUATORIAL AL;13105;CORURIPE;Nordeste
EQUATORIAL AL;13106;CRUZ DAS ALMAS;Nordeste
EQUATORIAL AL;13107;DELMIRO GOUVEIA;Nordeste
EQUATORIAL AL;13108;INHAPI;Nordeste
EQUATORIAL AL;13111;JACARÉ DOS HOMENS;Nordeste
EQUATORIAL AL;13112;JOAQUIM GOMES;Nordeste
EQUATORIAL AL;13113;MARECHAL DEODORO;Nordeste
EQUATORIAL AL;13114;MARAGOGI;Nordeste
EQUATORIAL AL;13115;MARIBONDO;Nordeste
EQUATORIAL AL;13116;MARITUBA;Nordeste
EQUATORIAL AL;13117;MATRIZ DE CAMARAGIBE;Nordeste
EQUATORIAL AL;13118;MURICI;Nordeste
EQUATORIAL AL;13119;OLHO D' ÁGUA DAS FLORES;Nordeste
EQUATORIAL AL;13120;PAJUÇARA;Nordeste
EQUATORIAL AL;13121;PALMEIRA DOS ÍNDIOS;Nordeste
EQUATORIAL AL;13122;PÃO DE AÇÚCAR;Nordeste
EQUATORIAL AL;13123;PERI PERI;Nordeste
EQUATORIAL AL;13124;PILAR;Nordeste
EQUATORIAL AL;13125;PINHEIRO;Nordeste
EQUATORIAL AL;13126;POLO;Nordeste
EQUATORIAL AL;13127;PORTO CALVO;Nordeste
EQUATORIAL AL;13128;RIO LARGO;Nordeste
EQUATORIAL AL;13129;SANTANA DO IPANEMA;Nordeste
EQUATORIAL AL;13130;SÃO BRÁS;Nordeste
EQUATORIAL AL;13131;SÃO LUIZ DO QUITUNDE;Nordeste
EQUATORIAL AL;13132;SÃO MIGUEL DOS CAMPOS;Nordeste
EQUATORIAL AL;13133;SÃO SEBASTIÃO;Nordeste
EQUATORIAL AL;13134;TABULEIRO DOS MARTINS;Nordeste
EQUATORIAL AL;13136;UNIÃO DOS PALMARES;Nordeste
EQUATORIAL AL;13137;VIÇOSA;Nordeste
EQUATORIAL AL;13138;XINGÓ;Nordeste
EQUATORIAL AL;15723;CENTRO-MACEIÓ;Nordeste
EQUATORIAL AL;15724;TRAPICHE DA BARRA;Nordeste
EQUATORIAL AL;17394;PORTO CALVO;Nordeste
EQUATORIAL AL;17395;STELLA MARIS;Nordeste
EQUATORIAL AL;17396;SERRARIA;Nordeste
EQUATORIAL AL;17397;CIDADE UNIVERSITARIA;Nordeste
EQUATORIAL AL;17398;IPIOCA;Nordeste
EQUATORIAL AL;17399;GIRAU DO PONCIANO;Nordeste
EQUATORIAL AL;17400;CORURIPE II;Nordeste
EQUATORIAL AL;17401;BARRA DE SÃO MIGUEL;Nordeste
EQUATORIAL AL;17402;CRAÍBAS;Nordeste
EQUATORIAL AL;17403;COSTA DOS CORAIS;Nordeste
EQUATORIAL AL;17404;PAJUÇARA;Nordeste
EQUATORIAL AL;17405;BENEDITO BENTES;Nordeste
EQUATORIAL AL;17406;CRUZ DAS ALMAS;Nordeste
EQUATORIAL AL;17407;PINHEIRO;Nordeste
EQUATORIAL AL;17408;TABULEIRO DOS MARTINS;Nordeste
EQUATORIAL AL;17409;RIO LARGO;Nordeste
EQUATORIAL AL;17410;SÃO LUIZ DO QUITUNDE;Nordeste
EQUATORIAL AL;17411;ARAPIRACA II;Nordeste
EQUATORIAL AL;17412;SÃO BRÁS;Nordeste
EQUATORIAL AL;17413;CORURIPE;Nordeste
EQUATORIAL AL;17414;SÃO MIGUEL DOS CAMPOS;Nordeste
EQUATORIAL AL;17415;MARECHAL DEODORO;Nordeste
EQUATORIAL AL;17416;POLO;Nordeste
EQUATORIAL AL;17417;ARAPIRACA I;Nordeste
EQUATORIAL AL;17418;PALMEIRA DOS ÍNDIOS;Nordeste
EQUATORIAL AL;17419;MATRIZ DE CAMARAGIBE;Nordeste
EQUATORIAL GO;14855;AEROPORTO S1;Centro-Oeste
EQUATORIAL GO;14856;AEROPORTO S2;Centro-Oeste
EQUATORIAL GO;14857;AEROPORTO S3;Centro-Oeste
EQUATORIAL GO;14858;AGUAS LINDAS DE GOIAS S1;Centro-Oeste
EQUATORIAL GO;14859;AGUAS LINDAS DE GOIAS S2;Centro-Oeste
EQUATORIAL GO;14860;ALEXANIA;Centro-Oeste
EQUATORIAL GO;14861;ALTO BURITI;Centro-Oeste
EQUATORIAL GO;14862;ANAPOLIS UNIVERSITARIO S1;Centro-Oeste
EQUATORIAL GO;14863;ANAPOLIS UNIVERSITARIO S2;Centro-Oeste
EQUATORIAL GO;14864;ANHANGUERA;Centro-Oeste
EQUATORIAL GO;14865;ANICUNS;Centro-Oeste
EQUATORIAL GO;14866;ARACU;Centro-Oeste
EQUATORIAL GO;14867;ARAGARCAS;Centro-Oeste
EQUATORIAL GO;14868;ARENOPOLIS;Centro-Oeste
EQUATORIAL GO;14869;ARUANA;Centro-Oeste
EQUATORIAL GO;14870;ATLANTICO S1;Centro-Oeste
EQUATORIAL GO;14871;ATLANTICO S2;Centro-Oeste
EQUATORIAL GO;14872;ATLANTICO S3;Centro-Oeste
EQUATORIAL GO;14873;BARRO ALTO;Centro-Oeste
EQUATORIAL GO;14875;BOM JARDIM;Centro-Oeste
EQUATORIAL GO;14876;BOM JESUS DE GOIAS;Centro-Oeste
EQUATORIAL GO;14877;BRITANIA;Centro-Oeste
EQUATORIAL GO;14879;CACHOEIRA ALTA;Centro-Oeste
EQUATORIAL GO;14880;CACHOEIRA DOURADA;Centro-Oeste
EQUATORIAL GO;14881;CAIAPONIA;Centro-Oeste
EQUATORIAL GO;14883;CALDAS NOVAS S2;Centro-Oeste
EQUATORIAL GO;14885;CAMPINAS S2;Centro-Oeste
EQUATORIAL GO;14886;CAMPINORTE;Centro-Oeste
EQUATORIAL GO;14887;CAMPO ALEGRE DE GOIAS;Centro-Oeste
EQUATORIAL GO;14889;CATALAO S1;Centro-Oeste
EQUATORIAL GO;14890;CATALAO S2;Centro-Oeste
EQUATORIAL GO;14892;CEZARINA;Centro-Oeste
EQUATORIAL GO;14893;CHAPADAO DO CEU;Centro-Oeste
EQUATORIAL GO;14894;CORUMBA;Centro-Oeste
EQUATORIAL GO;14896;CRISTIANOPOLIS;Centro-Oeste
EQUATORIAL GO;14898;EDEIA;Centro-Oeste
EQUATORIAL GO;14902;FIRMINOPOLIS S1;Centro-Oeste
EQUATORIAL GO;14904;FLORES DE GOIAS;Centro-Oeste
EQUATORIAL GO;14905;GOIANESIA S1;Centro-Oeste
EQUATORIAL GO;14906;GOIANESIA S2;Centro-Oeste
EQUATORIAL GO;14907;GOIANIA LESTE S1;Centro-Oeste
EQUATORIAL GO;14908;GOIANIA LESTE S2;Centro-Oeste
EQUATORIAL GO;14909;GOIANIA LESTE S3;Centro-Oeste
EQUATORIAL GO;14910;GOIANIRA;Centro-Oeste
EQUATORIAL GO;14911;GOIAS;Centro-Oeste
EQUATORIAL GO;14912;GOIATUBA S1;Centro-Oeste
EQUATORIAL GO;14913;GOIATUBA S2;Centro-Oeste
EQUATORIAL GO;14916;SAO DOMINGOS;Centro-Oeste
EQUATORIAL GO;14917;IACIARA S1;Centro-Oeste
EQUATORIAL GO;14918;IACIARA S2;Centro-Oeste
EQUATORIAL GO;14920;INHUMAS S1;Centro-Oeste
EQUATORIAL GO;14921;ACREUNA;Centro-Oeste
EQUATORIAL GO;14922;IPAMERI;Centro-Oeste
EQUATORIAL GO;14923;IPORA;Centro-Oeste
EQUATORIAL GO;14924;ITABERAI S1;Centro-Oeste
EQUATORIAL GO;14925;ITABERAI S2;Centro-Oeste
EQUATORIAL GO;14926;ITAJA S1;Centro-Oeste
EQUATORIAL GO;14927;ITAJA S2;Centro-Oeste
EQUATORIAL GO;14928;ITAPACI;Centro-Oeste
EQUATORIAL GO;14929;ITAPURANGA;Centro-Oeste
EQUATORIAL GO;14930;ITIQUIRA;Centro-Oeste
EQUATORIAL GO;14931;ITUMBIARA NOVA;Centro-Oeste
EQUATORIAL GO;14933;JARAGUA;Centro-Oeste
EQUATORIAL GO;14934;JATAI S1;Centro-Oeste
EQUATORIAL GO;14936;JUNDIAI S1;Centro-Oeste
EQUATORIAL GO;14937;JUNDIAI S2;Centro-Oeste
EQUATORIAL GO;14938;JUSSARA;Centro-Oeste
EQUATORIAL GO;14939;MARA ROSA;Centro-Oeste
EQUATORIAL GO;14940;MARAJOARA;Centro-Oeste
EQUATORIAL GO;14941;MATRINCHA;Centro-Oeste
EQUATORIAL GO;14942;MEIA PONTE;Centro-Oeste
EQUATORIAL GO;14943;MINACU;Centro-Oeste
EQUATORIAL GO;14944;MORRINHOS;Centro-Oeste
EQUATORIAL GO;14945;MOZARLANDIA;Centro-Oeste
EQUATORIAL GO;14946;NEROPOLIS S1;Centro-Oeste
EQUATORIAL GO;14947;NEROPOLIS S2;Centro-Oeste
EQUATORIAL GO;14949;NOVO PLANALTO;Centro-Oeste
EQUATORIAL GO;14951;PADRE BERNARDO;Centro-Oeste
EQUATORIAL GO;14952;PALESTINA;Centro-Oeste
EQUATORIAL GO;14953;PALMEIRAS;Centro-Oeste
EQUATORIAL GO;14954;PAMPLONA;Centro-Oeste
EQUATORIAL GO;14955;PARANAIBA;Centro-Oeste
EQUATORIAL GO;14956;PARQUE DAS EMAS;Centro-Oeste
EQUATORIAL GO;14957;PETROLINA;Centro-Oeste
EQUATORIAL GO;14958;PIRACANJUBA;Centro-Oeste
EQUATORIAL GO;14959;PIRANHAS;Centro-Oeste
EQUATORIAL GO;14961;PLANALTINA;Centro-Oeste
EQUATORIAL GO;14962;PONTALINA;Centro-Oeste
EQUATORIAL GO;14963;PORANGATU;Centro-Oeste
EQUATORIAL GO;14964;QUIRINOPOLIS;Centro-Oeste
EQUATORIAL GO;14965;REAL S1;Centro-Oeste
EQUATORIAL GO;14966;REAL S2;Centro-Oeste
EQUATORIAL GO;14968;RIO DOS BOIS;Centro-Oeste
EQUATORIAL GO;14969;RIO VERDE S1;Centro-Oeste
EQUATORIAL GO;14970;RIO VERDE S2;Centro-Oeste
EQUATORIAL GO;14971;RIO VERMELHO;Centro-Oeste
EQUATORIAL GO;14972;ROCHEDO;Centro-Oeste
EQUATORIAL GO;14973;RUBIATABA;Centro-Oeste
EQUATORIAL GO;14974;SANTA HELENA S1;Centro-Oeste
EQUATORIAL GO;14976;SANTA RITA DO ARAGUAIA;Centro-Oeste
EQUATORIAL GO;14977;SAO FRANCISCO DE GOIAS;Centro-Oeste
EQUATORIAL GO;14978;SAO JOAO D ALIANCA;Centro-Oeste
EQUATORIAL GO;14979;SAO LUIZ DOS MONTES BELOS;Centro-Oeste
EQUATORIAL GO;14980;SAO MIGUEL DO ARAGUAIA;Centro-Oeste
EQUATORIAL GO;14981;SENADOR CANEDO;Centro-Oeste
EQUATORIAL GO;14982;SERRA DE CALDAS;Centro-Oeste
EQUATORIAL GO;14984;TRINDADE;Centro-Oeste
EQUATORIAL GO;14985;URUACU;Centro-Oeste
EQUATORIAL GO;14986;URUTAI;Centro-Oeste
EQUATORIAL GO;14987;VIANOPOLIS;Centro-Oeste
EQUATORIAL GO;14988;VICENTINOPOLIS;Centro-Oeste
EQUATORIAL GO;14989;INHUMAS S2;Centro-Oeste
EQUATORIAL GO;15727;BELA VISTA S1;Centro-Oeste
EQUATORIAL GO;15728;BELA VISTA S2;Centro-Oeste
EQUATORIAL GO;15729;CABRIUVA S1;Centro-Oeste
EQUATORIAL GO;15730;CABRIUVA S2;Centro-Oeste
EQUATORIAL GO;15731;CEPAIGO S1;Centro-Oeste
EQUATORIAL GO;15732;CEPAIGO S2;Centro-Oeste
EQUATORIAL GO;15733;CRISTALINA S1;Centro-Oeste
EQUATORIAL GO;15734;CRISTALINA S2;Centro-Oeste
EQUATORIAL GO;15737;FERROVIARIO S2;Centro-Oeste
EQUATORIAL GO;15738;GOYA S1;Centro-Oeste
EQUATORIAL GO;15739;GOYA S2;Centro-Oeste
EQUATORIAL GO;15740;INDEPENDENCIA S1;Centro-Oeste
EQUATORIAL GO;15741;INDEPENDENCIA S2;Centro-Oeste
EQUATORIAL GO;15742;ITUMBIARA VELHA S1;Centro-Oeste
EQUATORIAL GO;15743;ITUMBIARA VELHA S2;Centro-Oeste
EQUATORIAL GO;15744;JATAI S2;Centro-Oeste
EQUATORIAL GO;15745;JATAI S3;Centro-Oeste
EQUATORIAL GO;15746;NOVA CRIXAS;Centro-Oeste
EQUATORIAL GO;15747;PIRES DO RIO S1;Centro-Oeste
EQUATORIAL GO;15748;PIRES DO RIO S2;Centro-Oeste
EQUATORIAL GO;15749;SANTA TEREZINHA;Centro-Oeste
EQUATORIAL GO;15750;SERRA DO OURO;Centro-Oeste
EQUATORIAL GO;15751;FERROVIARIO S3;Centro-Oeste
EQUATORIAL GO;16474;CAMPINAS S3;Centro-Oeste
EQUATORIAL GO;16475;CARAJAS S1;Centro-Oeste
EQUATORIAL GO;16476;CARAJAS S2;Centro-Oeste
EQUATORIAL GO;16477;GUAPO S1;Centro-Oeste
EQUATORIAL GO;16478;GUAPO S2;Centro-Oeste
EQUATORIAL GO;16479;PACAEMBU S1;Centro-Oeste
EQUATORIAL GO;16480;PACAEMBU S2;Centro-Oeste
EQUATORIAL GO;16481;COCALZINHO;Centro-Oeste
EQUATORIAL GO;16482;IPEGUARI;Centro-Oeste
EQUATORIAL GO;16483;VILA CORUMBA;Centro-Oeste
EQUATORIAL GO;16484;MONTIVIDIU T;Centro-Oeste
EQUATORIAL GO;16485;PARAÚNA;Centro-Oeste
EQUATORIAL GO;16486;RIO QUENTE;Centro-Oeste
EQUATORIAL GO;16487;XAVANTES;Centro-Oeste
EQUATORIAL GO;16488;CAMPINAS S1;Centro-Oeste
EQUATORIAL GO;16489;CALDAS NOVAS S1;Centro-Oeste
EQUATORIAL GO;16490;FERROVIARIO S1;Centro-Oeste
EQUATORIAL GO;16491;FIRMINOPOLIS S2;Centro-Oeste
EQUATORIAL GO;16492;DAIA S1;Centro-Oeste
EQUATORIAL GO;16493;DAIA S2;Centro-Oeste
EQUATORIAL GO;16494;NIQUELANDIA SUBTRANSMISSÃO;Centro-Oeste
EQUATORIAL GO;17281;ALVORADA DO NORTE;Centro-Oeste
EQUATORIAL GO;17282;IACIARA S2;Centro-Oeste
EQUATORIAL GO;17283;MARAJOARA;Centro-Oeste
EQUATORIAL GO;17284;ESTRELA DALVA;Centro-Oeste
EQUATORIAL GO;17285;ANAPOLIS UNIVERSITARIO S2;Centro-Oeste
EQUATORIAL GO;17286;SANTANA;Centro-Oeste
EQUATORIAL GO;17287;CACHOEIRA ALTA;Centro-Oeste
EQUATORIAL GO;17288;PARANAIGUARA;Centro-Oeste
EQUATORIAL GO;17289;RIO DOS BOIS;Centro-Oeste
EQUATORIAL GO;17290;BELA VISTA;Centro-Oeste
EQUATORIAL GO;17291;CRISTALINA;Centro-Oeste
EQUATORIAL GO;17292;GOIANESIA;Centro-Oeste
EQUATORIAL GO;17293;GOIATUBA;Centro-Oeste
EQUATORIAL GO;17294;ITAJA;Centro-Oeste
EQUATORIAL GO;17295;ITUMBIARA VELHA;Centro-Oeste
EQUATORIAL GO;17296;PARQUE DAS EMAS;Centro-Oeste
EQUATORIAL GO;17297;FLORES DE GOIAS;Centro-Oeste
EQUATORIAL GO;17298;QUIRINOPOLIS;Centro-Oeste
EQUATORIAL GO;17299;IPORA;Centro-Oeste
EQUATORIAL MA;14700;ACAILANDIA;Nordeste
EQUATORIAL MA;14701;ALCANTARA;Nordeste
EQUATORIAL MA;14702;ZE DOCA;Nordeste
EQUATORIAL MA;14703;VIANA;Nordeste
EQUATORIAL MA;14704;ALTO PARNAIBA;Nordeste
EQUATORIAL MA;14705;VITORINO FREIRE;Nordeste
EQUATORIAL MA;14710;SANTA LUZIA;Nordeste
EQUATORIAL MA;14712;SERRA DO PENITENTE;Nordeste
EQUATORIAL MA;14713;SITIO NOVO;Nordeste
EQUATORIAL MA;14714;SAO MATEUS;Nordeste
EQUATORIAL MA;14717;SAO JOSE DE RIBAMAR;Nordeste
EQUATORIAL MA;14718;SAO JOAO DOS PATOS;Nordeste
EQUATORIAL MA;14719;SAO DOMINGOS DO MARANHAO;Nordeste
EQUATORIAL MA;14722;ROSÁRIO;Nordeste
EQUATORIAL MA;14724;PERITORO;Nordeste
EQUATORIAL MA;14725;PARAIBANO;Nordeste
EQUATORIAL MA;14726;PIQUIA;Nordeste
EQUATORIAL MA;14727;PALESTINA;Nordeste
EQUATORIAL MA;14728;PINHEIRO;Nordeste
EQUATORIAL MA;14730;PRESIDENTE DUTRA;Nordeste
EQUATORIAL MA;14731;PEDREIRAS;Nordeste
EQUATORIAL MA;14733;NOVA OLINDA;Nordeste
EQUATORIAL MA;14734;MIRANDA;Nordeste
EQUATORIAL MA;14735;MANAUS;Nordeste
EQUATORIAL MA;14736;MIRINZAL;Nordeste
EQUATORIAL MA;14738;ARARI;Nordeste
EQUATORIAL MA;14739;BACABAL;Nordeste
EQUATORIAL MA;14740;BURITICUPU;Nordeste
EQUATORIAL MA;14741;BARRA DO CORDA;Nordeste
EQUATORIAL MA;14743;CAROLINA;Nordeste
EQUATORIAL MA;14744;CENTRO;Nordeste
EQUATORIAL MA;14745;CHAPADINHA;Nordeste
EQUATORIAL MA;14747;COELHO NETO;Nordeste
EQUATORIAL MA;14748;COLINAS;Nordeste
EQUATORIAL MA;14749;MARACANÃ;Nordeste
EQUATORIAL MA;14750;CODO;Nordeste
EQUATORIAL MA;14751;LAGO DA PEDRA;Nordeste
EQUATORIAL MA;14752;COROATA;Nordeste
EQUATORIAL MA;14755;ITINGA;Nordeste
EQUATORIAL MA;14759;ESTREITO;Nordeste
EQUATORIAL MA;14760;IGARAPE GRANDE;Nordeste
EQUATORIAL MA;14761;ESTACA TRINTA;Nordeste
EQUATORIAL MA;14764;GOVERNADOR NUNES FREIRE;Nordeste
EQUATORIAL MA;14766;GRAJAU;Nordeste
EQUATORIAL MA;14767;FORTALEZA DOS NOGUEIRAS;Nordeste
EQUATORIAL MA;15753;SAO MARCOS;Nordeste
EQUATORIAL MA;15754;SAO RAIMUNDO DAS MANGABEIRAS;Nordeste
EQUATORIAL MA;15755;SENADOR LA ROQUE;Nordeste
EQUATORIAL MA;15756;PARQUE INDEPENDENCIA;Nordeste
EQUATORIAL MA;15757;IPASE;Nordeste
EQUATORIAL MA;15758;CIDADE OPERARIA;Nordeste
EQUATORIAL MA;15759;TIMON II;Nordeste
EQUATORIAL MA;15760;SAO VICENTE FERRER;Nordeste
EQUATORIAL MA;15761;BARRO DURO;Nordeste
EQUATORIAL MA;15762;TURU;Nordeste
