SigAgente;IdeConjUndConsumidoras;DscConjUndConsumidoras;Região
CEMIG-D;15354;Carangola;Sudeste
CEMIG-D;15355;Coronel Fabriciano;Sudeste
CEMIG-D;15356;Carandaí 3;Sudeste
CEMIG-D;15357;Carmo do Rio Claro;Sudeste
CEMIG-D;15358;Campo Belo;Sudeste
CEMIG-D;15359;Carmo da Mata;Sudeste
CEMIG-D;15646;Padre Paraíso;Sudeste
CEMIG-D;15647;Aracuai 2;Sudeste
CEMIG-D;15649;Malacacheta;Sudeste
CEMIG-D;15650;Nova Granja;Sudeste
CEMIG-D;15651;Itaúna 1;Sudeste
CEMIG-D;15652;Neves 2;Sudeste
CEMIG-D;15654;Itatiaiuçu;Sudeste
CEMIG-D;15655;Novo Cruzeiro;Sudeste
CEMIG-D;15656;BH Serra Verde;Sudeste
CEMIG-D;16261;UH Santa Marta;Sudeste
CEMIG-D;16262;UH Marmelos;Sudeste
CEMIG-D;16263;UH Joasal;Sudeste
CEMIG-D;16264;Almenara;Sudeste
CEMIG-D;16265;Betim 3;Sudeste
CEMIG-D;16266;Betim 4;Sudeste
CEMIG-D;16267;BH Adelaide;Sudeste
CEMIG-D;16268;BH Atalaia;Sudeste
CEMIG-D;16269;BH Barro Preto;Sudeste
CEMIG-D;16270;BH Bonsucesso;Sudeste
CEMIG-D;16271;BH Calafate;Sudeste
CEMIG-D;16272;BH Centro;Sudeste
CEMIG-D;16273;BH Centro 2;Sudeste
CEMIG-D;16274;BH Gutierrez;Sudeste
CEMIG-D;16275;BH Pampulha;Sudeste
CEMIG-D;16276;BH São Marcos;Sudeste
CEMIG-D;16277;BH Sion;Sudeste
CEMIG-D;16278;Campanário;Sudeste
CEMIG-D;16279;Campos Gerais;Sudeste
CEMIG-D;16280;Carmópolis de Minas;Sudeste
CEMIG-D;16281;Cinco;Sudeste
CEMIG-D;16282;CI Santa Luzia;Sudeste
CEMIG-D;16283;Contagem 3;Sudeste
CEMIG-D;16284;Contagem 5;Sudeste
CEMIG-D;16285;Couto Magalhães;Sudeste
CEMIG-D;16286;Dom Silvério;Sudeste
CEMIG-D;16287;Esmeraldas;Sudeste
CEMIG-D;16288;Felixlândia;Sudeste
CEMIG-D;16289;Guanhães;Sudeste
CEMIG-D;16290;Igarape 1;Sudeste
CEMIG-D;16291;Ilicínea;Sudeste
CEMIG-D;16292;Itaguara 1;Sudeste
CEMIG-D;16293;Itajubá 1;Sudeste
CEMIG-D;16294;Itanhandu 2;Sudeste
CEMIG-D;16295;Jaboticatubas;Sudeste
CEMIG-D;16296;Janaúba 1;Sudeste
CEMIG-D;16297;Jequitinhonha;Sudeste
CEMIG-D;16298;Jordânia;Sudeste
CEMIG-D;16299;Juiz de Fora 1;Sudeste
CEMIG-D;16300;Juiz de Fora 2;Sudeste
CEMIG-D;16301;Juiz de Fora 4;Sudeste
CEMIG-D;16302;Juiz de Fora 8;Sudeste
CEMIG-D;16303;Lagoa Formosa;Sudeste
CEMIG-D;16304;Lagoa Santa;Sudeste
CEMIG-D;16305;Liberdade;Sudeste
CEMIG-D;16306;Lontra;Sudeste
CEMIG-D;16307;Minduri;Sudeste
CEMIG-D;16308;Montes Claros 1;Sudeste
CEMIG-D;16309;Montes Claros 4;Sudeste
CEMIG-D;16310;Morro do Chapéu;Sudeste
CEMIG-D;16311;Muzambinho 2;Sudeste
CEMIG-D;16312;Neves 1;Sudeste
CEMIG-D;16313;Nova Lima 1;Sudeste
CEMIG-D;16314;Nova Lima 7;Sudeste
CEMIG-D;16315;Papagaios;Sudeste
CEMIG-D;16316;Pará de Minas 2;Sudeste
CEMIG-D;16317;Patos de Minas 1;Sudeste
CEMIG-D;16318;Patos de Minas 2;Sudeste
CEMIG-D;16319;Pedro Leopoldo 3;Sudeste
CEMIG-D;16320;Pitangui 2;Sudeste
CEMIG-D;16321;Pium-í 2;Sudeste
CEMIG-D;16322;Ponte Nova;Sudeste
CEMIG-D;16323;Pouso Alegre 1;Sudeste
CEMIG-D;16324;Presidente Bernardes;Sudeste
CEMIG-D;16325;Rio do Prado;Sudeste
CEMIG-D;16326;Santa Luzia 1;Sudeste
CEMIG-D;16327;Santa Luzia 2;Sudeste
CEMIG-D;16328;Santa Luzia 4;Sudeste
CEMIG-D;16329;Santa Rita de Caldas;Sudeste
CEMIG-D;16330;São Francisco 4;Sudeste
CEMIG-D;16331;São Gonçalo do Sapucaí;Sudeste
CEMIG-D;16332;Serro;Sudeste
CEMIG-D;16333;Sete Lagoas 1;Sudeste
CEMIG-D;16334;Sete Lagoas 2;Sudeste
CEMIG-D;16335;Teófilo Otoni 1;Sudeste
CEMIG-D;16336;Três Corações 2;Sudeste
CEMIG-D;16337;Uberaba 1;Sudeste
CEMIG-D;16338;Uberaba 6;Sudeste
CEMIG-D;16339;Uberlândia 1;Sudeste
CEMIG-D;16340;Uberlândia 9;Sudeste
CEMIG-D;16341;Ibirité 1;Sudeste
CEMIG-D;17009;Abaete 2;Sudeste
CEMIG-D;17010;Barao de Cocais 4;Sudeste
CEMIG-D;17011;Barao de Cocais 1;Sudeste
CEMIG-D;17012;BH Centro 2;Sudeste
CEMIG-D;17013;Bocaiuva;Sudeste
CEMIG-D;17014;Botelhos;Sudeste
CEMIG-D;17015;Alfenas 1;Sudeste
CEMIG-D;17016;Buritis 1;Sudeste
CEMIG-D;17017;Campos Gerais;Sudeste
CEMIG-D;17018;Campo Belo;Sudeste
CEMIG-D;17019;Carmo do Paranaiba 2;Sudeste
CEMIG-D;17020;Cassia 1;Sudeste
CEMIG-D;17021;Couto Magalhaes;Sudeste
CEMIG-D;17022;Corinto 1;Sudeste
CEMIG-D;17023;Divinopolis 2;Sudeste
CEMIG-D;17024;Divinopolis 1;Sudeste
CEMIG-D;17025;Claudio 1;Sudeste
CEMIG-D;17026;Carmopolis de Minas;Sudeste
CEMIG-D;17027;Dores do Indaia;Sudeste
CEMIG-D;17028;Itabira 2;Sudeste
CEMIG-D;17029;Guanhaes;Sudeste
CEMIG-D;17030;Itaguara 1;Sudeste
CEMIG-D;17031;Ituiutaba 1;Sudeste
CEMIG-D;17032;Lagoa da Prata 1;Sudeste
CEMIG-D;17033;Bambui;Sudeste
CEMIG-D;17034;Lavras 2;Sudeste
CEMIG-D;17035;Lontra;Sudeste
CEMIG-D;17036;Janauba 1;Sudeste
CEMIG-D;17037;Manga 3;Sudeste
CEMIG-D;17038;Januaria 4;Sudeste
CEMIG-D;17039;Monte Carmelo;Sudeste
CEMIG-D;17040;Montes Claros 4;Sudeste
CEMIG-D;17041;Nova Era;Sudeste
CEMIG-D;17042;Itabira 6;Sudeste
CEMIG-D;17043;Nova Rezende;Sudeste
CEMIG-D;17044;Muzambinho 2;Sudeste
CEMIG-D;17045;Ouro Preto 1;Sudeste
CEMIG-D;17046;Nova Lima 4;Sudeste
CEMIG-D;17047;Nova Lima 1;Sudeste
CEMIG-D;17048;BH Bonsucesso;Sudeste
CEMIG-D;17049;Patos de Minas 2;Sudeste
CEMIG-D;17050;Pedra Azul;Sudeste
CEMIG-D;17051;Perdoes;Sudeste
CEMIG-D;17052;Pitangui 2;Sudeste
CEMIG-D;17053;Nova Serrana 1;Sudeste
CEMIG-D;17054;Pium-i 2;Sudeste
CEMIG-D;17055;Formiga;Sudeste
CEMIG-D;17056;Pote;Sudeste
CEMIG-D;17057;Prata 1;Sudeste
CEMIG-D;17058;Frutal 1;Sudeste
CEMIG-D;17059;Frutal 2;Sudeste
CEMIG-D;17060;Santa Rita do Sapucai;Sudeste
CEMIG-D;17061;Itajuba 1;Sudeste
CEMIG-D;17062;Sao Gotardo 1;Sudeste
CEMIG-D;17063;Santa Vitoria;Sudeste
CEMIG-D;17064;Campina Verde 2;Sudeste
CEMIG-D;17065;Sao Francisco 4;Sudeste
CEMIG-D;17066;Januaria 3;Sudeste
CEMIG-D;17067;Brasilandia 2;Sudeste
CEMIG-D;17068;Sao Joao Evangelista;Sudeste
CEMIG-D;17069;Santa Maria do Suacui;Sudeste
CEMIG-D;17070;Governador Valadares 2;Sudeste
CEMIG-D;17071;Sete Lagoas 1;Sudeste
CEMIG-D;17072;Teofilo Otoni 1;Sudeste
CEMIG-D;17073;Tupaciguara 2;Sudeste
CEMIG-D;17074;Prata 2;Sudeste
CEMIG-D;17075;Uberaba 3;Sudeste
CEMIG-D;17076;Araxa 1;Sudeste
CEMIG-D;17077;Conceicao das Alagoas;Sudeste
CEMIG-D;17078;Sacramento 2;Sudeste
CEMIG-D;17079;Uberaba 1;Sudeste
CEMIG-D;17080;UH Joasal;Sudeste
CEMIG-D;17081;Juiz de Fora 4;Sudeste
CEMIG-D;17082;UH Marmelos;Sudeste
CEMIG-D;17083;Unai 3;Sudeste
CEMIG-D;17084;Usina do Piau;Sudeste
CEMIG-D;17085;Sao Joao Del Rei 1;Sudeste
CEMIG-D;17086;Juiz de Fora 1;Sudeste
CEMIG-D;17087;Varginha 2;Sudeste
CEMIG-D;17088;Eloi Mendes;Sudeste
CEMIG-D;17089;Varginha 1;Sudeste
CEMIG-D;17090;Alpinopolis 2;Sudeste
CEMIG-D;17091;Vazante 1;Sudeste
CEMIG-D;17092;Patos de Minas 1;Sudeste
CEMIG-D;17093;Vicosa;Sudeste
CEMIG-D;17094;Ponte Nova;Sudeste
CEMIG-D;17095;Capelinha 1;Sudeste
CEMIG-D;17096;Itamarandiba;Sudeste
CEMIRIM;16722;CEMIRIM;Sudeste
CEPRAG;15442;CEPRAG;Sul
CERAL ANITÁPOLIS;12489;ceral;Sul
CERAL ARARUAMA;16690;CERAL ARARUAMA;Sudeste
CERAL-DIS;12637;CERAL-DIS;Sul
CERAÇÁ;15562;CERAÇÁ;Sul
CERBRANORTE;12636;cerbranorte;Sul
CERCI;16657;CERCI;Sul
CERCOS;15561;Cercos;Sul
CEREJ;15560;CEREJ;Sul
CERES;13632;CERES;Sul
CERFOX;16614;CERFOX;Sul
CERGAL;12476;CERGAL;Sul
CERGAPA;15440;CERGAPA;Sul
CERGRAL;12475;CERGRAL;Sul
CERILUZ;15446;CERILUZ;Sul
CERIM;12635;CERIM;Sul
CERIPA;12586;CERIPA;Sul
CERIS;12486;CERIS;Sul
CERMC;12488;CERMC;Sul
CERMISSÕES;15448;FRONTEIRA;Sul
CERMISSÕES;15449;MISSÕES;Sul
CERMOFUL;15443;CERMOFUL;Sul
CERNHE;12483;CERNHE;Sul
CERPALO;12479;CERPALO;Sul
CERPRO;12484;CERPRO;Sul
CERRP;12487;CERRP;Sudeste
CERSAD DISTRIBUIDORA;16658;CERSAD;Sul
CERSUL;12482;CERSUL;Sul
CERTAJA;12485;CERTAJA ENERGIA;Sul
CERTEL ENERGIA;15450;TEUTÔNIA;Sul
CERTEL ENERGIA;15451;LAJEADO;Sul
CERTEL ENERGIA;15452;CANUDOS DO VALE;Sul
CERTEL ENERGIA;15453;SÃO PEDRO DA SERRA;Sul
CERTEL ENERGIA;15454;TAQUARA;Sul
CERTEL ENERGIA;15455;CAZUZA;Sul
CERTHIL;16694;CERTHIL;Sul
CERTREL;15444;CERTREL;Sul
CERVAM;16691;CERVAM;Sul
CETRIL;12634;CETRIL;Sul
CHESP;13782;Carmo do Rio Verde;Sudeste
CHESP;13783;Rianápolis;Sudeste
CHESP;13784;Uruana;Sudeste
CHESP;13785;Jardim Paulista;Sudeste
CHESP;13786;Rialma;Sudeste
COCEL;12639;Campo Largo;Sul
COCEL;12640;Distrito Industrial;Sul
CODESAM;16693;CODESAM;Sudeste
COELBA;14240;AGUAS CLARAS;Nordeste
COELBA;14241;ALAGOINHAS;Nordeste
COELBA;14242;ALCOBACA;Nordeste
COELBA;14243;AMARALINA;Nordeste
COELBA;14244;AMARGOSA;Nordeste
COELBA;14246;AMERICA DOURADA;Nordeste
COELBA;14247;ANAGE;Nordeste
COELBA;14248;ANGELICA;Nordeste
COELBA;14249;ANGICAL;Nordeste
COELBA;14251;AREMBEPE;Nordeste
COELBA;14252;BARRA;Nordeste
COELBA;14253;BARRA DA ESTIVA;Nordeste
COELBA;14254;BARRA GRANDE;Nordeste
COELBA;14255;BARREIRAS;Nordeste
COELBA;14256;BARREIRAS NORTE;Nordeste
COELBA;14257;BARRO VERMELHO;Nordeste
COELBA;14258;BERIBEIRA;Nordeste
COELBA;14259;BETANIA;Nordeste
COELBA;14260;BOM JESUS DA LAPA;Nordeste
COELBA;14261;BONITO;Nordeste
COELBA;14262;BOQUIRA;Nordeste
COELBA;14263;BRUMADO;Nordeste
COELBA;14265;CABROBO - CELPE;Nordeste
COELBA;14266;CAETITE;Nordeste
COELBA;14267;CAJAZEIRAS  I;Nordeste
COELBA;14268;CAJAZEIRAS II;Nordeste
COELBA;14269;CAMACA;Nordeste
COELBA;14270;CAMACARI  I;Nordeste
COELBA;14271;CAMACARI  III;Nordeste
COELBA;14272;CANDEAL;Nordeste
COELBA;14273;CARRANCA;Nordeste
COELBA;14274;CASA NOVA;Nordeste
COELBA;14275;CASTRO ALVES;Nordeste
COELBA;14276;CATU;Nordeste
COELBA;14277;CENTRAL AEREO;Nordeste
COELBA;14278;CENTRAL SUBTERRANEO;Nordeste
COELBA;14280;CERRADO;Nordeste
COELBA;14281;CIA I;Nordeste
COELBA;14282;CIA II;Nordeste
COELBA;14283;CIA III;Nordeste
COELBA;14285;CONCEICAO DO COITE;Nordeste
COELBA;14286;CONDE;Nordeste
COELBA;14287;COPEC;Nordeste
COELBA;14288;COROA VERMELHA;Nordeste
COELBA;14291;CRUZ DAS ALMAS;Nordeste
COELBA;14292;CURACA;Nordeste
COELBA;14293;DISTRITO INDUSTRIAL DE ILHEUS;Nordeste
COELBA;14295;ENTRE RIOS;Nordeste
COELBA;14296;ESPLANADA;Nordeste
COELBA;14297;EUCLIDES DA CUNHA;Nordeste
COELBA;14298;EUNAPOLIS 13,8kV;Nordeste
COELBA;14299;EUNAPOLIS 34,5kV;Nordeste
COELBA;14301;FEIRA DE SANTANA  I;Nordeste
COELBA;14303;FEIRA DE SANTANA  II 34,5kV;Nordeste
COELBA;14304;FORMOSO;Nordeste
COELBA;14305;FUNIL - CHESF;Nordeste
COELBA;14306;GANDU;Nordeste
COELBA;14307;GRACA;Nordeste
COELBA;14308;GUANAMBI;Nordeste
COELBA;14309;GUARAJUBA;Nordeste
COELBA;14310;IACU;Nordeste
COELBA;14311;IBIPEBA;Nordeste
COELBA;14313;ILHEUS;Nordeste
COELBA;14314;INHAMBUPE;Nordeste
COELBA;14315;IPIAU;Nordeste
COELBA;14317;ITABERABA;Nordeste
COELBA;14318;ITABEROE;Nordeste
COELBA;14319;ITABUNA;Nordeste
COELBA;14320;ITABUNA II 13,8kV;Nordeste
COELBA;14321;ITABUNA II 34,5kV;Nordeste
COELBA;14322;ITAMARAJU;Nordeste
COELBA;14323;ITAMBE;Nordeste
COELBA;14324;MASSANGANO II;Nordeste
COELBA;14325;ITANAGRA;Nordeste
COELBA;14327;ITAPEBI;Nordeste
COELBA;14328;ITAPETINGA;Nordeste
COELBA;14329;ITIUBA;Nordeste
COELBA;14330;JACOBINA;Nordeste
COELBA;14331;JAGUAQUARA;Nordeste
COELBA;14332;JEQUIE  I;Nordeste
COELBA;14333;JEQUIE  II;Nordeste
COELBA;14335;JOAO DOURADO;Nordeste
COELBA;14337;JUNCO;Nordeste
COELBA;14338;KM 43;Nordeste
COELBA;14341;LENCOIS;Nordeste
COELBA;14342;LICINIO DE ALMEIDA;Nordeste
COELBA;14343;LIVRAMENTO DE BRUMADO;Nordeste
COELBA;14344;MACURURE;Nordeste
COELBA;14345;MAIQUINIQUE;Nordeste
COELBA;14346;MALHADA;Nordeste
COELBA;14347;MANICOBA;Nordeste
COELBA;14348;MARAU I;Nordeste
COELBA;14349;MATARANDIBA;Nordeste
COELBA;14350;MATARIPE;Nordeste
COELBA;14352;MEDEIROS NETO;Nordeste
COELBA;14353;MIGUEL CALMOM;Nordeste
COELBA;14354;MILAGRES;Nordeste
COELBA;14355;MIROROS;Nordeste
COELBA;14356;MODELO REDUZIDO - CHESF;Nordeste
COELBA;14357;MORRO DO CHAPEU;Nordeste
COELBA;14358;MOXOTO - CHESF;Nordeste
COELBA;14359;MUCUGE;Nordeste
COELBA;14360;MULUNGU - CHESF;Nordeste
COELBA;14361;MUNDO NOVO;Nordeste
COELBA;14362;MURITIBA;Nordeste
COELBA;14363;MUTUIPE;Nordeste
COELBA;14364;NAZARE;Nordeste
COELBA;14365;NUCLEO PILAR/MINERACAO CARAIBA;Nordeste
COELBA;14366;OLINDINA - CHESF;Nordeste
COELBA;14367;OLIVEIRA DOS BREJINHOS;Nordeste
COELBA;14368;PARAMIRIM;Nordeste
COELBA;14369;PARATINGA;Nordeste
COELBA;14370;ZEBU;Nordeste
COELBA;14371;PARIPE;Nordeste
COELBA;14372;PATAGONIA;Nordeste
COELBA;14373;XIQUE-XIQUE;Nordeste
COELBA;14374;PEDRA BRANCA;Nordeste
COELBA;14375;PEDRINHAS;Nordeste
COELBA;14376;PERIPERI;Nordeste
COELBA;14378;PITUBA;Nordeste
COELBA;14380;POCOES;Nordeste
COELBA;14381;PONTO DO ASTERIO;Nordeste
COELBA;14382;PONTO NOVO;Nordeste
COELBA;14384;POSTO DA MATA;Nordeste
COELBA;14385;PRADO;Nordeste
COELBA;14386;PRES JANIO QUADROS;Nordeste
COELBA;14387;REMANSO;Nordeste
COELBA;14388;RIACHAO DAS NEVES;Nordeste
COELBA;14389;RIACHAO DO JACUIPE;Nordeste
COELBA;14390;WAGNER;Nordeste
COELBA;14391;VITORIA DA CONQUISTA;Nordeste
COELBA;14392;VALENTE;Nordeste
COELBA;14393;VALENCA;Nordeste
COELBA;14394;URANDI;Nordeste
COELBA;14397;RIO BRANCO;Nordeste
COELBA;14398;TUCANO;Nordeste
COELBA;14399;RIO CORRENTE;Nordeste
COELBA;14400;RIO DAS EGUAS;Nordeste
COELBA;14401;RIO DAS PEDRAS;Nordeste
COELBA;14403;RIO DO ANTONIO;Nordeste
COELBA;14406;RODA VELHA;Nordeste
COELBA;14409;SANTA BRIGIDA;Nordeste
COELBA;14411;SANTO AMARO;Nordeste
COELBA;14412;SANTO ANTONIO DE JESUS;Nordeste
COELBA;14413;TOMBA;Nordeste
COELBA;14415;SAO FELIPE;Nordeste
COELBA;14416;SAO GONCALO DOS CAMPOS;Nordeste
COELBA;14417;TEOFILANDIA;Nordeste
COELBA;14418;SAO MIGUEL;Nordeste
COELBA;14419;SAO ROQUE;Nordeste
COELBA;14420;TEIXEIRA DE FREITAS;Nordeste
COELBA;14421;SAQUINHO - ENERGIPE;Nordeste
COELBA;14422;SAUIPE;Nordeste
COELBA;14423;TAQUIPE;Nordeste
COELBA;14424;SENHOR DO BONFIM;Nordeste
COELBA;14426;SERRA;Nordeste
COELBA;14427;SERRA DO RAMALHO;Nordeste
COELBA;14428;TAPIRAMUTA;Nordeste
COELBA;14429;SERRINHA;Nordeste
COELBA;14430;TANHACU;Nordeste
COELBA;14432;SOBRADINHO;Nordeste
COELBA;15701;CICERO DANTAS;Nordeste
COELBA;15702;JEREMOABO;Nordeste
COELBA;15703;POCO VERDE - ENERGIPE;Nordeste
COELBA;15704;RIBEIRA DO POMBAL;Nordeste
COELBA;15705;SIMAO DIAS - ENERGIPE;Nordeste
COELBA;15706;CICERO DANTAS III;Nordeste
COELBA;15707;CIPO;Nordeste
COELBA;15708;CENTRO INDUSTRIAL DE FEIRA SANTANA;Nordeste
COELBA;15709;SUBAE;Nordeste
COELBA;15710;DISTRITO INDUSTRIAL DE JUAZEIRO;Nordeste
COELBA;15711;JUAZEIRO DA BAHIA;Nordeste
COELBA;15712;TOURAO;Nordeste
COELBA;15713;PATAMARES;Nordeste
COELBA;15714;PITUACU II;Nordeste
COELBA;15715;SAO CRISTOVAO;Nordeste
COELBA;15716;RETIRO;Nordeste
COELBA;15719;LAPINHA;Nordeste
COELBA;15720;MATATU - CHESF;Nordeste
COELBA;15722;RIO FUNDO;Nordeste
COELBA;16342;AMELIA RODRIGUES;Nordeste
COELBA;16343;ASA BRANCA;Nordeste
COELBA;16344;BURACICA;Nordeste
COELBA;16345;CENTRO ADMINISTRATIVO DA BAHIA;Nordeste
COELBA;16346;CORRENTINA II;Nordeste
COELBA;16347;DOM JOAO;Nordeste
COELBA;16348;FEDERACAO;Nordeste
COELBA;16349;FEIRA DE SANTANA II 13,8kV;Nordeste
COELBA;16350;FONTE NOVA;Nordeste
COELBA;16351;IMBUI;Nordeste
COELBA;16352;IRARA;Nordeste
COELBA;16353;IRECE;Nordeste
COELBA;16354;IRECE ASA SUL;Nordeste
COELBA;16355;ITAPAGIPE;Nordeste
COELBA;16356;ITINGA;Nordeste
COELBA;16357;LAURO DE FREITAS;Nordeste
COELBA;16358;LOBATO;Nordeste
COELBA;16359;PORTO SEGURO;Nordeste
COELBA;16360;RIACHO DE SANTANA;Nordeste
COELBA;16361;RODELAS;Nordeste
COELBA;16362;SANTA BARBARA;Nordeste
COELBA;16363;SANTA MONICA;Nordeste
COELBA;16364;SENTO SE;Nordeste
COELBA;17129;SAUIPE;Nordeste
COELBA;17130;SUBAUMA;Nordeste
COELBA;17131;MUTUIPE;Nordeste
COELBA;17132;PRESIDENTE TANCREDO NEVES;Nordeste
COELBA;17133;AREMBEPE;Nordeste
COELBA;17134;ABRANTES;Nordeste
COELBA;17135;BARRA DA ESTIVA;Nordeste
COELBA;17136;IRAMAIA;Nordeste
COELBA;17137;BARREIRAS;Nordeste
COELBA;17138;SAO DESIDERIO;Nordeste
COELBA;17139;CAMACARI III;Nordeste
COELBA;17140;CAMACARI V;Nordeste
COELBA;17141;EUNAPOLIS 13,8kV;Nordeste
COELBA;17142;EUNAPOLIS III;Nordeste
COELBA;17143;QUEIMADAS II;Nordeste
COELBA;17144;ITIUBA;Nordeste
COELBA;17145;SAUDE;Nordeste
COELBA;17146;JACOBINA;Nordeste
COELBA;17147;JUAZEIRO DA BAHIA;Nordeste
COELBA;17148;JUAZEIRO IV;Nordeste
COELBA;17149;PORTO SEGURO;Nordeste
COELBA;17150;TRANCOSO;Nordeste
COELBA;17151;RIACHO DE SANTANA;Nordeste
COELBA;17152;IGAPORA;Nordeste
COELBA;17153;SANTO ANTONIO DE JESUS;Nordeste
COELBA;17154;SANTO ANTONIO DE JESUS III;Nordeste
COELBA;17155;SERRINHA;Nordeste
COELBA;17156;SERRINHA II;Nordeste
COELBA;17157;TEIXEIRA DE FREITAS;Nordeste
COELBA;17158;CENTRO INDUSTRIAL TEIXEIRA DE FREITAS;Nordeste
COELBA;17159;VITORIA DA CONQUISTA;Nordeste
COELBA;17160;BARRA DO CHOCA;Nordeste
COELBA;17161;EUCLIDES DA CUNHA;Nordeste
COELBA;17162;MONTE SANTO;Nordeste
COELBA;17163;ITABEROE;Nordeste
COELBA;17164;MARAU I;Nordeste
COELBA;17165;ITABUNA 13,8kV;Nordeste
COELBA;17166;ITABUNA 34,5kV;Nordeste
COELBA;17167;ITABUNA II 34,5kV;Nordeste
COELBA;17168;ILHEUS;Nordeste
COELBA;17169;ALAGOINHAS;Nordeste
COELBA;17170;AMELIA RODRIGUES;Nordeste
COELBA;17171;ANGELICA;Nordeste
COELBA;17172;BARRA GRANDE;Nordeste
COELBA;17173;MORRO DO CHAPEU;Nordeste
COELBA;17174;FORMOSO;Nordeste
COELBA;17175;GUANAMBI;Nordeste
COELBA;17176;JEREMOABO;Nordeste
COELBA;17177;MASSANGANO II;Nordeste
COELBA;17178;SAO ROQUE;Nordeste
COELBA;17179;MARAGOGIPE;Nordeste
COELBA;17180;SAO MIGUEL;Nordeste
COELBA;17181;SENHOR DO BONFIM;Nordeste
COELBA;17182;ITAMBE 13,8 kV;Nordeste
COELBA;17183;ITAMBE 34,5 kV;Nordeste
COOPERA;12480;COOPERA;Sul
COOPERALIANÇA;14768;IÇARA;Sul
COOPERCOCAL;15445;COOPERCOCAL;Sul
COOPERLUZ;15456;COOPERLUZ;Sul
COOPERMILA;12477;coopermila;Sul
COOPERNORTE;16723;COOPERNORTE;Sudeste
COOPERSUL;16724;COOPERSUL;Sudeste
COOPERZEM;16613;COOPERZEM;Sudeste
COORSEL;12474;COORSEL;Sul
COPEL-DIS;14576;Apucarana;Sul
COPEL-DIS;14578;Quatro Barras;Sul
COPEL-DIS;14579;Piraquara;Sul
COPEL-DIS;14580;Pinheirinho;Sul
COPEL-DIS;14581;Pinhais;Sul
COPEL-DIS;14582;Mourão-I;Sul
COPEL-DIS;14583;Morretes;Sul
COPEL-DIS;14586;Guaraituba;Sul
COPEL-DIS;14588;Campo do Assobio;Sul
COPEL-DIS;14591;Distrito Ind. SJP;Sul
COPEL-DIS;14592;Centro;Sul
COPEL-DIS;14593;Gov. Parigot de Souza;Sul
COPEL-DIS;14596;Batel;Sul
COPEL-DIS;14598;Barbosa Ferraz;Sul
COPEL-DIS;14599;Pontal do Sul;Sul
COPEL-DIS;14600;Salto do Meio;Sul
COPEL-DIS;14602;Ubiratã;Sul
COPEL-DIS;14603;Tomaz Coelho;Sul
COPEL-DIS;14604;Tatuquara;Sul
COPEL-DIS;14611;São Cristovão;Sul
COPEL-DIS;14619;Socorro;Sul
COPEL-DIS;14621;Jardim Tropical;Sul
COPEL-DIS;14622;Santo Antonio do Sudoeste;Sul
COPEL-DIS;14623;Santo Antonio da Platina;Sul
COPEL-DIS;14624;Sabará;Sul
COPEL-DIS;14625;Sengés;Sul
COPEL-DIS;14626;Rolândia;Sul
COPEL-DIS;14627;Rio Azul;Sul
COPEL-DIS;14628;Realeza;Sul
COPEL-DIS;14629;Quedas do Iguaçu;Sul
COPEL-DIS;14630;Praia de Leste;Sul
COPEL-DIS;14631;Porto;Sul
COPEL-DIS;14632;Pitanga;Sul
COPEL-DIS;14633;Tafisa;Sul
COPEL-DIS;14634;Paranavaí;Sul
COPEL-DIS;14635;Paranaguá;Sul
COPEL-DIS;14636;Palotina;Sul
COPEL-DIS;14637;Palmas;Sul
COPEL-DIS;14638;Palmeira;Sul
COPEL-DIS;14640;Olímpico;Sul
COPEL-DIS;14642;Laranjeiras do Sul;Sul
COPEL-DIS;14644;Matinhos;Sul
COPEL-DIS;14645;Marechal Cândido Rondon;Sul
COPEL-DIS;14647;Mamborê;Sul
COPEL-DIS;14650;Vera Cruz;Sul
COPEL-DIS;14651;Loanda;Sul
COPEL-DIS;14652;Lapa;Sul
COPEL-DIS;14653;Ivaiporã;Sul
COPEL-DIS;14656;Goio-Erê;Sul
COPEL-DIS;14657;Guaratuba;Sul
COPEL-DIS;14658;Francisco Beltrão;Sul
COPEL-DIS;14659;Florestópolis;Sul
COPEL-DIS;14662;Faxinal;Sul
COPEL-DIS;14664;Cristo Rei;Sul
COPEL-DIS;14665;Cornélio Procópio;Sul
COPEL-DIS;14666;Colorado;Sul
COPEL-DIS;14667;Cidade Gaúcha;Sul
COPEL-DIS;14668;Cascavel;Sul
COPEL-DIS;14670;Guaíra;Sul
COPEL-DIS;14671;Ibiporã;Sul
COPEL-DIS;14672;Cianorte;Sul
COPEL-DIS;14676;Clevelândia;Sul
COPEL-DIS;14678;Castro;Sul
COPEL-DIS;14680;Ponta Grossa Sul;Sul
COPEL-DIS;14681;Pinheiros;Sul
COPEL-DIS;14682;Santos Dumont;Sul
COPEL-DIS;14683;Céu Azul;Sul
COPEL-DIS;14684;Campo Largo;Sul
COPEL-DIS;14686;Posto Fiscal;Sul
COPEL-DIS;14687;São Mateus do Sul;Sul
COPEL-DIS;14691;Altônia;Sul
COPEL-DIS;14692;Assis Chateaubriand;Sul
COPEL-DIS;14693;Andirá;Sul
COPEL-DIS;14694;Belém;Sul
COPEL-DIS;14696;Bela Vista do Paraíso;Sul
COPEL-DIS;14697;Bandeirantes;Sul
COPEL-DIS;14698;Astorga;Sul
